//资源出处，网络收集，所有内容仅自己供学习使用，请勿商业用途!
//

📡永久免费👉公告,#genre#
江苏卫视,http://61.138.128.226:19901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://117.27.190.42:9998/tsfile/live/23264_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://58.51.111.46:1111/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://123.138.216.44:9902/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://61.163.181.78:9901/tsfile/live/1044_1.m3u8
江苏卫视,http://171.88.182.147:4022/udp/239.93.0.89:5140
江苏卫视,http://115.222.143.106:8808/udp/233.50.200.144:5140
江苏卫视,http://120.192.226.35:8009/hls/33/index.m3u8
江苏卫视,http://101.27.36.164:2888/hls/21/index.m3u8
江苏卫视,http://home.oxtv.top:5066/udp/239.21.1.89:5002
江苏卫视,http://123.114.19.80:4000/rtp/239.3.1.135:8028
江苏卫视,http://221.0.78.198:1681/hls/10234/index.m3u8
江苏卫视,http://218.80.79.205:4022/udp/239.45.3.177:5140
江苏卫视,http://112.46.85.60:8009/hls/33/index.m3u8
深圳卫视,http://58.57.21.166:9901/tsfile/live/0126_1.m3u8
深圳卫视,http://123.182.60.29:9002/hls/39/index.m3u8
深圳卫视,http://124.165.251.82:9999/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://61.136.67.238:50085/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://61.138.128.226:19901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://117.27.190.42:9998/tsfile/live/23274_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://58.51.111.46:1111/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://123.138.216.44:9902/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://61.163.181.78:9901/tsfile/live/1041_1.m3u8
深圳卫视,http://www.91dos.cn:4022/rtp/239.61.4.134:1025?Cf=cfss.cc
深圳卫视,http://115.222.143.106:8808/udp/233.50.200.188:5140
深圳卫视,http://101.27.36.164:2888/hls/26/index.m3u8
深圳卫视,http://home.oxtv.top:5066/udp/239.21.1.93:5002
深圳卫视,http://218.80.79.205:4022/udp/239.45.3.231:5140
深圳卫视,http://123.114.19.80:4000/rtp/239.3.1.134:8020
深圳卫视,http://221.0.78.198:1681/hls/10235/index.m3u8
江西卫视,http://58.57.21.166:9901/tsfile/live/0138_1.m3u8
江西卫视,http://123.182.60.29:9002/hls/37/index.m3u8
江西卫视,http://218.80.79.205:4022/udp/239.45.1.122:5140
江西卫视,http://124.165.251.82:9999/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://61.138.128.226:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://117.27.190.42:9998/tsfile/live/23265_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://58.51.111.46:1111/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://123.138.216.44:9902/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://116.23.99.235:50000/udp/239.77.0.149:5146
江西卫视,http://171.107.72.19:4000/udp/239.81.0.204:4056
江西卫视,http://36.32.174.67:60080/newlive/live/hls/22/live.m3u8
江西卫视,http://home.oxtv.top:5066/udp/239.21.1.167:5002
江西卫视,http://123.114.19.80:4000/rtp/239.3.1.123:8164
江西卫视,http://221.0.78.198:1681/hls/10247/index.m3u8
贵州卫视,http://123.182.60.29:9002/hls/38/index.m3u8
贵州卫视,http://61.136.67.238:50085/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://123.113.111.37:4022/rtp/239.3.1.149:8076
贵州卫视,http://61.138.128.226:19901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://123.138.216.44:9902/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://117.27.190.42:9998/tsfile/live/23252_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://58.48.37.158:1111/tsfile/live/0120_1.m3u8
贵州卫视,http://101.27.36.164:2888/hls/39/index.m3u8
贵州卫视,http://home.oxtv.top:5066/udp/239.21.1.166:5002
贵州卫视,http://123.114.19.80:4000/rtp/239.3.1.149:8076
贵州卫视,http://221.0.78.198:1681/hls/10249/index.m3u8
贵州卫视,http://218.13.170.98:9901/tsfile/live/1014_1.m3u8
贵州卫视,http://218.80.79.205:4022/udp/239.45.1.80:5140
贵州卫视,http://117.72.68.25:9930/guizhou.php?id=gzws
贵州卫视,http://202.100.46.58:9901/tsfile/live/1034_1.m3u8
辽宁卫视,http://123.182.60.29:9002/hls/31/index.m3u8
辽宁卫视,http://123.113.111.37:4022/rtp/239.3.1.210:8056
辽宁卫视,http://111.193.234.224:8888/rtp/239.3.1.210:8056
辽宁卫视,http://61.136.67.238:50085/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://61.138.128.226:19901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://117.27.190.42:9998/tsfile/live/23253_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://58.51.111.46:1111/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://115.222.143.106:8808/udp/233.50.201.141:5140
辽宁卫视,http://101.27.36.164:2888/hls/30/index.m3u8
辽宁卫视,http://home.oxtv.top:5066/udp/239.21.1.164:5002
辽宁卫视,http://218.80.79.205:4022/udp/239.45.1.123:5140
辽宁卫视,http://221.0.78.198:1681/hls/10260/index.m3u8
辽宁卫视,http://123.114.19.80:4000/rtp/239.3.1.210:8056
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8?$延边广电
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
山西卫视,http://liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true
山西卫视,http://124.165.251.82:9999/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
康巴卫视,http://118.122.2.29:9999/hls/39/index.m3u8
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
新疆卫视,http://106.124.91.222:9901/tsfile/live/21212_1.m3u8
西藏卫视,http://117.72.68.25:9930/xizang.php?id=0
西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws
吉林卫视,http://124.94.193.136:9902/tsfile/live/0116_1.m3u8
陕西卫视,http://202.100.46.58:9901/tsfile/live/1017_1.m3u8
云南卫视,http://125.47.75.16:8888/udp/225.1.4.152:1307
北京卫视,http://125.47.75.16:8888/udp/225.1.4.81:1110
四川卫视,http://125.47.75.16:8888/udp/225.1.4.151:1306
吉林卫视,http://125.47.75.16:8888/udp/225.1.4.174:1309
安徽卫视,http://125.47.75.16:8888/udp/225.1.4.87:1116
浙江卫视,http://125.47.75.16:8888/udp/225.1.4.84:1113
深圳卫视,http://125.47.75.16:8888/udp/225.1.4.90:1119
贵州卫视,http://125.47.75.16:8888/udp/225.1.4.122:1302
河北卫视,http://125.47.75.16:8888/udp/225.1.4.123:1304
辽宁卫视,http://125.47.75.16:8888/udp/225.1.4.167:1208
江苏卫视,http://125.47.75.16:8888/udp/225.1.4.83:1112
北京卫视,http://111.196.133.132:8012/udp/239.3.1.241:8000
北京卫视,http://114.254.189.28:9999/udp/239.3.1.241:8000
吉林卫视,http://111.196.133.132:8012/udp/239.3.1.240:8172
吉林卫视,http://114.254.189.28:9999/udp/239.3.1.240:8172
天津卫视,http://111.196.133.132:8012/udp/239.3.1.141:1234
天津卫视,http://114.254.189.28:9999/udp/239.3.1.141:1234
安徽卫视,http://111.196.133.132:8012/udp/239.3.1.211:8064
安徽卫视,http://114.254.189.28:9999/udp/239.3.1.211:8064
山东卫视,http://111.196.133.132:8012/udp/239.3.1.209:8052
山东卫视,http://114.254.189.28:9999/udp/239.3.1.209:8052
广东卫视,http://111.196.133.132:8012/udp/239.3.1.142:8048
广东卫视,http://114.254.189.28:9999/udp/239.3.1.142:8048
江苏卫视,http://111.196.133.132:8012/udp/239.3.1.135:8028
江苏卫视,http://114.254.189.28:9999/udp/239.3.1.135:8028
江西卫视,http://111.196.133.132:8012/udp/239.3.1.123:8164
江西卫视,http://114.254.189.28:9999/udp/239.3.1.123:8164
河北卫视,http://111.196.133.132:8012/udp/239.3.1.148:8072
河北卫视,http://114.254.189.28:9999/udp/239.3.1.148:8072
浙江卫视,http://111.196.133.132:8012/udp/239.3.1.137:8036
浙江卫视,http://114.254.189.28:9999/udp/239.3.1.137:8036
深圳卫视,http://111.196.133.132:8012/udp/239.3.1.134:8020
深圳卫视,http://114.254.189.28:9999/udp/239.3.1.134:8020
湖北卫视,http://111.196.133.132:8012/udp/239.3.1.138:8044
湖北卫视,http://114.254.189.28:9999/udp/239.3.1.138:8044
湖南卫视,http://111.196.133.132:8012/udp/239.3.1.132:8012
湖南卫视,http://114.254.189.28:9999/udp/239.3.1.132:8012
贵州卫视,http://111.196.133.132:8012/udp/239.3.1.149:8076
贵州卫视,http://114.254.189.28:9999/udp/239.3.1.149:8076
辽宁卫视,http://111.196.133.132:8012/udp/239.3.1.210:8056
辽宁卫视,http://114.254.189.28:9999/udp/239.3.1.210:8056
重庆卫视,http://111.196.133.132:8012/udp/239.3.1.122:8160
重庆卫视,http://114.254.189.28:9999/udp/239.3.1.122:8160
黑龙江卫视,http://111.196.133.132:8012/udp/239.3.1.133:8016
黑龙江卫视,http://114.254.189.28:9999/udp/239.3.1.133:8016
北京卫视,http://113.138.134.25:8001/rtp/239.112.205.65:5140
吉林卫视,http://113.138.134.25:8001/rtp/239.112.205.183:5140
四川卫视,http://113.138.134.25:8001/rtp/239.112.205.184:5140
天津卫视,http://113.138.134.25:8001/rtp/239.112.205.74:5140
安徽卫视,http://113.138.134.25:8001/rtp/239.112.205.72:5140
山东卫视,http://113.138.134.25:8001/rtp/239.112.205.70:5140
广东卫视,http://113.138.134.25:8001/rtp/239.112.205.66:5140
江苏卫视,http://113.138.134.25:8001/rtp/239.112.205.63:5140
江西卫视,http://113.138.134.25:8001/rtp/239.111.205.16:5140
河北卫视,http://113.138.134.25:8001/rtp/239.112.205.200:5140
河南卫视,http://113.138.134.25:8001/rtp/239.112.205.180:5140
浙江卫视,http://113.138.134.25:8001/rtp/239.112.205.64:5140
深圳卫视,http://113.138.134.25:8001/rtp/239.112.205.67:5140
湖北卫视,http://113.138.134.25:8001/rtp/239.112.205.69:5140
湖南卫视,http://113.138.134.25:8001/rtp/239.112.205.62:5140
贵州卫视,http://113.138.134.25:8001/rtp/239.112.205.178:5140
辽宁卫视,http://113.138.134.25:8001/rtp/239.112.205.73:5140
重庆卫视,http://113.138.134.25:8001/rtp/239.112.205.179:5140
陕西卫视,http://113.138.134.25:8001/rtp/239.111.205.35:5140
黑龙江卫视,http://113.138.134.25:8001/rtp/239.112.205.68:5140
内蒙古蒙语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=e2b255285dd119a92c8aa5cdf00f8b84&txTime=771EF880
西藏藏语卫视,http://117.72.68.25:9930/xizang.php?id=1
西藏藏语卫视,http://php.jdshipin.com:8880/xztv.php?id=zy
福建卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226341/index.m3u8
福建卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225620/index.m3u8
福建卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227156/1.m3u8
福建卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
福建卫视,http://39.134.65.77/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/index.m3u8
福建卫视,http://39.135.133.170/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
福建卫视,http://39.135.133.175/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
上海卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226345/index.m3u8
上海卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225735/index.m3u8
上海卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227059/1.m3u8
上海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
上海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
上海卫视,http://39.135.135.28/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
海峡卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227198/1.m3u8
安多卫视,http://39.134.65.78/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
三沙卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227172/1.m3u8
未知卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
上海卫视,http://125.47.75.16:8888/udp/225.1.4.85:1114
山东卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226456/index.m3u8
山东卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227236/1.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
山东卫视,http://39.135.133.144/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
云南卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227181/1.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225728/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226450/index.m3u8
北京卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227246/1.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
北京卫视,http://39.135.135.11/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
北京卫视,http://39.135.133.180/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226397/index.m3u8
吉林卫视,http://39.135.133.161/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225740/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226459/index.m3u8
天津卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227205/1.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
天津卫视,http://39.135.135.14/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
天津卫视,http://39.135.133.178/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226391/index.m3u8
安徽卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227178/1.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
安徽卫视,http://39.135.133.159/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
安徽卫视,http://39.135.133.181/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226248/index.m3u8
广东卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227164/1.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广东卫视,http://39.135.133.177/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226549/index.m3u8
广西卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227250/1.m3u8
广西卫视,http://39.135.133.160/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226406/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河北卫视,http://39.134.65.70/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225623/index.m3u8
河北卫视,http://39.135.133.180/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226480/index.m3u8
河南卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227095/1.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226339/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225612/index.m3u8
浙江卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225825/1.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
浙江卫视,http://39.134.65.71/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
浙江卫视,http://39.135.133.163/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226465/index.m3u8
海南卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227216/1.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
海南卫视,http://39.134.65.75/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
海南卫视,http://39.135.133.159/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
湖北卫视,http://123.113.111.37:4022/rtp/239.3.1.138:8044
湖北卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225627/index.m3u8
湖北卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227111/1.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
湖北卫视,http://39.134.65.70/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
湖北卫视,http://39.135.133.178/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226307/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225610/index.m3u8
湖南卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227232/1.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
湖南卫视,http://39.134.65.71/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
甘肃卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227262/1.m3u8
甘肃卫视,http://39.134.65.67/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226409/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225618/index.m3u8
重庆卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227240/1.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
重庆卫视,http://39.134.65.75/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
重庆卫视,http://39.135.133.179/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
陕西卫视,http://39.134.65.2/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
青海卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225841/1.m3u8
青海卫视,http://39.134.65.76/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226327/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226419/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226467/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226532/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226582/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226585/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226525/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226531/index.m3u8
黑龙江卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227197/1.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226525/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226531/index.m3u8
黑龙江卫视,http://39.135.133.173/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226310/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225613/index.m3u8
江苏卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227160/1.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
江苏卫视,http://39.135.133.181/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
江苏卫视,http://39.134.65.77/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
深圳卫视,http://123.113.111.37:4022/rtp/239.3.1.134:8020
深圳卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226313/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225739/index.m3u8
深圳卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227242/1.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
深圳卫视,http://39.135.135.44/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
深圳卫视,http://39.135.133.180/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226344/index.m3u8
江西卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227209/1.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
江西卫视,http://39.135.133.175/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
江西卫视,http://39.135.133.174/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
贵州卫视,http://119.98.95.1:4022/udp/239.69.1.150:10536
贵州卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226474/index.m3u8
贵州卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227201/1.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
贵州卫视,http://39.134.65.79/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8
贵州卫视,http://39.135.133.168/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226546/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225619/index.m3u8
辽宁卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227141/1.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
辽宁卫视,http://39.134.65.4/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
辽宁卫视,http://tvbox6.com/tv/bfgd.php?id=058
内蒙古卫视,http://39.134.65.78/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
延边卫视,http://39.135.133.159/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
山西卫视,http://39.134.65.8/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
康巴卫视,http://39.134.65.65/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
宁夏卫视,http://39.134.65.7/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
兵团卫视,http://39.135.133.178/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
新疆卫视,http://39.135.133.147/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8
西藏卫视,http://39.134.65.72/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
厦门卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226781/1.m3u8
天津卫视,http://125.47.75.16:8888/udp/225.1.4.86:1115
广东卫视,http://125.47.75.16:8888/udp/225.1.4.166:1207
黑龙江卫视,http://125.47.75.16:8888/udp/225.1.4.91:1120
云南卫视,http://39.135.133.180/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
吉林卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227099/1.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226338/index.m3u8
四川卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227182/1.m3u8
四川卫视,http://39.135.133.150/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
四川卫视,http://39.135.133.169/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
